src_ip,dst_ip,protocol,action,value,packet_size,num_retries,label,hour,day
10.0.0.1,172.16.0.2,UDP,BLOCK,-0.7158717649567403,758.6426229777356,5,0,15,0
10.0.0.2,8.8.8.8,ICMP,BLOCK,0.1067607947943691,1089.5613262201994,5,1,10,0
192.168.1.2,8.8.8.8,TCP,BLOCK,-0.348958509065765,518.2622700037687,4,1,12,0
10.0.0.1,8.8.8.8,UDP,ALLOW,0.195003555573664,903.760171695508,2,0,16,0
192.168.1.1,10.0.0.3,ICMP,BLOCK,-0.3512394719875551,1115.5527918516486,8,0,2,0
10.0.0.2,8.8.4.4,ICMP,ALLOW,-0.132215061832158,231.458460996994,4,1,9,0
10.0.0.1,172.16.0.2,UDP,ALLOW,-0.7569772722274011,1484.9831339717434,3,1,2,0
172.16.0.1,172.16.0.2,UDP,BLOCK,-0.2346846514719229,1412.8264126849156,1,0,16,0
10.0.0.2,8.8.8.8,ICMP,ALLOW,0.911883053356192,520.4668003160676,5,1,0,0
10.0.0.1,8.8.4.4,UDP,BLOCK,-0.54931840988603,489.9920046831327,9,0,11,0
10.0.0.1,172.16.0.2,ICMP,BLOCK,-0.1040516179108677,244.59097183046163,2,1,11,0
192.168.1.2,172.16.0.2,TCP,BLOCK,0.1342437893582226,1041.930677750414,3,1,9,0
192.168.1.1,192.168.1.3,UDP,BLOCK,0.4680825357696414,362.2196711203899,5,0,9,0
10.0.0.1,10.0.0.3,ICMP,BLOCK,0.3585952698113475,118.18790653197745,5,0,5,0
192.168.1.2,172.16.0.2,TCP,BLOCK,0.3553652224184338,404.1504628698664,3,1,5,0
192.168.1.2,192.168.1.3,ICMP,ALLOW,-0.9974529340995943,765.2828518172244,10,0,8,0
10.0.0.2,192.168.1.3,ICMP,BLOCK,0.7228839959730851,1033.1940169555646,6,0,5,0
10.0.0.2,10.0.0.3,UDP,ALLOW,-0.0585066925518416,257.9794743382804,3,0,0,0
10.0.0.1,172.16.0.2,UDP,BLOCK,-0.4140626969368348,1031.9784417713531,7,0,16,0
192.168.1.2,172.16.0.2,ICMP,BLOCK,0.2472910608373311,561.4726102964593,0,0,3,0
192.168.1.2,8.8.4.4,TCP,BLOCK,0.6741113573170963,1193.3261028825325,3,1,3,0
192.168.1.1,172.16.0.2,ICMP,BLOCK,-0.8315793991649654,1360.2888476617193,5,0,10,0
10.0.0.1,8.8.4.4,TCP,BLOCK,-0.5312470039422381,602.9318741979321,6,1,7,0
10.0.0.2,10.0.0.3,UDP,BLOCK,0.1676654405157396,211.5648167002797,2,1,15,0
192.168.1.1,8.8.4.4,ICMP,BLOCK,0.6472161103170169,415.88021274094064,0,1,14,0
172.16.0.1,10.0.0.3,UDP,BLOCK,0.7005634755331622,663.7705374473275,1,1,16,0
10.0.0.2,192.168.1.3,ICMP,BLOCK,-0.7587444753206107,804.1461317520216,2,1,14,0
172.16.0.1,10.0.0.3,TCP,BLOCK,0.6546906410243021,1077.6554544277817,9,0,3,0
10.0.0.2,8.8.8.8,ICMP,BLOCK,0.9365864443530478,125.36104488839416,7,1,0,0
172.16.0.1,192.168.1.3,TCP,BLOCK,-0.5592371129802491,1430.017876803321,2,1,12,0
172.16.0.1,8.8.4.4,ICMP,BLOCK,0.864633660843461,1397.573714367093,7,1,3,0
192.168.1.1,172.16.0.2,ICMP,ALLOW,-0.5159851764124539,1279.0118235704997,3,1,9,0
192.168.1.1,10.0.0.3,UDP,ALLOW,0.4185596460899059,1022.4112147815412,9,0,10,0
172.16.0.1,192.168.1.3,ICMP,BLOCK,-0.04345333490901,1130.2651464894377,2,0,4,0
10.0.0.1,8.8.8.8,UDP,ALLOW,-0.4694493813341738,598.2542434596313,8,0,12,0
192.168.1.1,8.8.8.8,UDP,BLOCK,-0.0432861266530433,1237.7405322729296,7,1,13,0
192.168.1.2,8.8.8.8,TCP,ALLOW,0.8316613358455172,1314.3636642624165,4,0,3,0
10.0.0.1,8.8.8.8,ICMP,BLOCK,0.8153899330465795,448.8876346160175,10,1,11,0
192.168.1.2,8.8.4.4,UDP,ALLOW,0.7331642744140077,446.0253840246783,0,1,15,0
192.168.1.2,10.0.0.3,UDP,ALLOW,0.6588195963545798,1230.3653835402515,7,0,12,0
192.168.1.1,172.16.0.2,UDP,BLOCK,0.7940531075377162,876.6022711387524,7,1,14,0
172.16.0.1,8.8.8.8,TCP,ALLOW,0.485112979541429,378.3236156944057,5,1,11,0
10.0.0.2,8.8.8.8,UDP,BLOCK,-0.1754559359767686,442.1056678137173,3,1,16,0
192.168.1.1,8.8.8.8,TCP,BLOCK,-0.7673349755589873,318.1026191868133,2,1,8,0
10.0.0.2,8.8.4.4,ICMP,ALLOW,-0.2094000400818312,279.4024954661025,8,1,12,0
192.168.1.1,8.8.8.8,UDP,BLOCK,0.9912770652195736,1190.902135589467,0,1,0,0
10.0.0.1,8.8.8.8,ICMP,BLOCK,0.1495812470106374,277.22876974700773,7,0,3,0
10.0.0.2,10.0.0.3,TCP,ALLOW,-0.0884465117408852,400.42043088485934,10,1,10,0
172.16.0.1,8.8.8.8,UDP,ALLOW,-0.8349833877845709,1364.141340034257,9,1,16,0
192.168.1.2,192.168.1.3,UDP,ALLOW,0.3156205988250871,268.6260801149283,3,0,2,0
192.168.1.2,10.0.0.3,TCP,BLOCK,0.3232487059906983,1165.9465111944612,1,0,0,0
172.16.0.1,8.8.8.8,UDP,ALLOW,-0.9565505365185,213.35615436049235,6,1,12,0
10.0.0.1,10.0.0.3,TCP,ALLOW,-0.9111692739248212,1084.0845430443142,5,1,1,0
172.16.0.1,8.8.8.8,TCP,ALLOW,-0.4627957397046833,699.9968205082301,9,1,8,0
172.16.0.1,8.8.8.8,UDP,ALLOW,-0.8023970848507305,309.92580885299714,3,1,13,0
10.0.0.1,10.0.0.3,UDP,ALLOW,0.930304203784042,1388.270192931019,8,0,15,0
192.168.1.2,8.8.8.8,ICMP,BLOCK,0.2245704567000643,313.5081006260276,2,1,3,0
192.168.1.2,172.16.0.2,UDP,BLOCK,-0.2286303665788696,341.76815926798184,3,1,7,0
192.168.1.2,8.8.4.4,UDP,ALLOW,0.9707931001446712,1146.5021547247104,1,1,10,0
192.168.1.2,8.8.4.4,UDP,ALLOW,-0.9887835748651648,249.57135368277835,8,1,5,0
10.0.0.2,10.0.0.3,ICMP,BLOCK,-0.956418295660838,1420.1031610150735,0,1,7,0
10.0.0.1,8.8.8.8,ICMP,ALLOW,0.1491404189965577,225.6931451939113,2,0,5,0
192.168.1.1,8.8.4.4,TCP,ALLOW,-0.802446341986758,1289.4976645727086,3,0,15,0
172.16.0.1,8.8.8.8,ICMP,ALLOW,-0.9004200542370597,313.4377385363531,7,1,10,0
192.168.1.2,8.8.4.4,ICMP,ALLOW,0.0823631819926518,1434.0961353753491,8,0,1,0
10.0.0.1,8.8.8.8,TCP,ALLOW,0.7422887160539888,1306.0054899756567,2,0,1,0
10.0.0.2,10.0.0.3,TCP,ALLOW,-0.3189801247499793,133.3523113651962,7,0,7,0
172.16.0.1,172.16.0.2,UDP,BLOCK,0.6494328248276013,1031.8231402268643,4,1,9,0
10.0.0.1,192.168.1.3,ICMP,ALLOW,-0.6827954891931132,692.3566350395741,9,1,12,0
172.16.0.1,192.168.1.3,TCP,BLOCK,0.671958640440931,185.5784551010421,10,1,1,0
192.168.1.2,8.8.8.8,UDP,ALLOW,-0.5865149069771101,1300.3318198343093,1,1,4,0
172.16.0.1,8.8.8.8,TCP,BLOCK,-0.4197006211657932,771.525940238663,0,1,12,0
192.168.1.1,8.8.4.4,ICMP,BLOCK,-0.1370462121559892,699.1745222869921,9,0,10,0
192.168.1.1,8.8.8.8,UDP,ALLOW,-0.1514516527967695,1417.032713654013,8,1,0,0
172.16.0.1,10.0.0.3,TCP,BLOCK,0.7170403568932893,451.2648862969097,3,0,12,0
10.0.0.2,192.168.1.3,TCP,BLOCK,-0.2980447931419998,1364.4502902760455,3,0,11,0
10.0.0.2,8.8.4.4,TCP,ALLOW,-0.0144970321708981,916.7420504734984,0,1,9,0
10.0.0.1,192.168.1.3,ICMP,BLOCK,0.8670135375023138,1347.9562309392595,1,1,5,0
192.168.1.1,10.0.0.3,ICMP,ALLOW,-0.7840537313503562,445.4856118228415,10,0,10,0
192.168.1.1,8.8.8.8,UDP,BLOCK,-0.4532540169324388,1043.1051874100845,7,0,6,0
10.0.0.2,192.168.1.3,ICMP,BLOCK,0.883361602068198,524.9239140082914,4,0,5,0
10.0.0.2,8.8.4.4,UDP,BLOCK,0.620531040937568,1184.5951102415256,2,0,12,0
192.168.1.1,192.168.1.3,UDP,BLOCK,0.3413226960047086,997.4197496280096,5,1,14,0
10.0.0.1,10.0.0.3,TCP,BLOCK,-0.4894035139665154,1370.0396956827028,9,1,5,0
172.16.0.1,8.8.8.8,ICMP,BLOCK,0.9926565336273288,1387.795857628176,3,0,16,0
172.16.0.1,192.168.1.3,UDP,ALLOW,-0.3550841115527492,776.2778664525529,0,0,2,0
192.168.1.2,8.8.8.8,ICMP,ALLOW,-0.911169051062211,866.8570417265248,6,1,3,0
10.0.0.2,8.8.8.8,TCP,ALLOW,-0.3533109446631761,612.3617639487385,3,1,7,0
172.16.0.1,192.168.1.3,TCP,ALLOW,-0.9450597286080822,419.1531188300783,6,0,5,0
10.0.0.1,172.16.0.2,ICMP,BLOCK,-0.7024862688511151,1158.5050247307647,4,0,2,0
10.0.0.1,8.8.8.8,TCP,BLOCK,-0.2828502167169224,693.7570088668989,1,0,5,0
192.168.1.1,8.8.4.4,TCP,ALLOW,-0.1296214800899393,1481.328037897757,4,0,3,0
10.0.0.1,192.168.1.3,ICMP,BLOCK,0.9492485692803876,582.9390987865861,2,0,5,0
10.0.0.2,172.16.0.2,TCP,ALLOW,0.1715294066794126,1429.803185146681,5,0,8,0
10.0.0.1,8.8.8.8,TCP,BLOCK,0.8810062882754925,124.08027453937828,9,1,12,0
192.168.1.1,8.8.8.8,UDP,BLOCK,-0.7532808475307593,496.5328396896856,8,0,16,0
192.168.1.2,192.168.1.3,UDP,ALLOW,0.9990902811390908,401.9098014502328,5,0,0,0
10.0.0.2,192.168.1.3,UDP,ALLOW,0.9058141698843308,1110.929782751202,5,1,11,0
10.0.0.2,192.168.1.3,ICMP,ALLOW,-0.5537397631826524,558.6458674970154,0,0,4,0
172.16.0.1,192.168.1.3,TCP,BLOCK,-0.2581874391148124,1323.3755730646203,8,0,2,0
10.0.0.2,8.8.8.8,UDP,ALLOW,-0.7632828208150497,1144.211062783285,8,1,12,0
172.16.0.1,8.8.8.8,UDP,BLOCK,-0.0661019203504416,697.977760107121,10,0,15,0
10.0.0.1,192.168.1.3,TCP,BLOCK,-0.5747882993515596,1276.1321921786136,3,1,9,0
10.0.0.2,172.16.0.2,TCP,BLOCK,-0.8418528793787838,1088.8792207870804,9,0,6,0
10.0.0.2,8.8.4.4,UDP,BLOCK,-0.9759882351307164,574.2926876737292,9,0,1,0
10.0.0.2,192.168.1.3,ICMP,ALLOW,-0.9348453468594689,1341.4987382869722,3,1,15,0
192.168.1.1,10.0.0.3,TCP,ALLOW,0.6183492506651262,1199.439219688592,2,0,0,0
10.0.0.2,8.8.8.8,UDP,ALLOW,0.8356466493909251,1137.3046711954005,2,0,12,0
10.0.0.1,192.168.1.3,UDP,BLOCK,-0.3622587548007265,593.9292822832513,6,1,7,0
172.16.0.1,192.168.1.3,UDP,ALLOW,0.7593805422615829,631.497882638724,5,1,4,0
192.168.1.2,10.0.0.3,UDP,ALLOW,-0.972129865436532,1394.7554307694886,10,0,3,0
10.0.0.2,172.16.0.2,TCP,ALLOW,-0.6123583747793155,918.7274973580307,8,0,4,0
192.168.1.1,8.8.8.8,ICMP,BLOCK,-0.1346185984293177,1474.7475239404007,9,0,8,0
10.0.0.1,172.16.0.2,TCP,BLOCK,0.9918187667325498,996.6773721517304,3,0,3,0
10.0.0.1,10.0.0.3,ICMP,BLOCK,0.5038989393513871,1472.3187193793826,0,1,10,0
192.168.1.1,192.168.1.3,UDP,BLOCK,-0.0751624306039868,898.4417517674711,7,1,10,0
172.16.0.1,8.8.8.8,ICMP,ALLOW,0.3227855028441064,1465.0384770731564,3,1,9,0
10.0.0.2,8.8.8.8,ICMP,BLOCK,0.7971261198678941,463.3835815234067,0,0,0,0
172.16.0.1,8.8.8.8,UDP,BLOCK,-0.1152348011568871,1139.0414931241562,9,1,15,0
10.0.0.1,172.16.0.2,TCP,ALLOW,-0.5894039948500025,1367.4332031802792,0,0,11,0
192.168.1.2,192.168.1.3,ICMP,ALLOW,0.4953483491750434,149.10877977367502,10,0,6,0
172.16.0.1,8.8.8.8,TCP,BLOCK,0.9878601323388868,623.4691901724283,6,0,10,0
10.0.0.2,10.0.0.3,UDP,ALLOW,-0.0100853505884346,754.1854508846263,8,1,5,0
10.0.0.1,8.8.8.8,UDP,ALLOW,0.3778260489187894,616.9591590653729,7,0,2,0
10.0.0.1,8.8.4.4,TCP,BLOCK,0.3678848806544428,1320.7267322603295,4,1,8,0
192.168.1.2,8.8.8.8,ICMP,BLOCK,0.2475840297567755,298.907917140943,10,0,2,0
192.168.1.2,10.0.0.3,ICMP,ALLOW,-0.8167336609634883,962.0468898370034,9,0,15,0
10.0.0.2,8.8.8.8,TCP,ALLOW,0.1796611738556364,908.2455058735744,9,1,0,0
172.16.0.1,10.0.0.3,ICMP,BLOCK,0.0384338598606299,247.498881320536,7,0,10,0
172.16.0.1,10.0.0.3,ICMP,ALLOW,0.5282965473496999,394.23387298891527,0,0,9,0
10.0.0.2,10.0.0.3,ICMP,ALLOW,0.3425196548619527,1266.919114696356,6,0,7,0
192.168.1.1,192.168.1.3,ICMP,BLOCK,0.6494199665136964,1331.5188585564576,1,1,2,0
192.168.1.2,192.168.1.3,TCP,BLOCK,-0.2015576481187899,1280.579077186536,2,1,7,0
172.16.0.1,192.168.1.3,TCP,ALLOW,-0.5639366177877734,138.95173742341302,3,1,11,0
172.16.0.1,10.0.0.3,UDP,BLOCK,0.4567352487926408,450.3769250652032,4,0,5,0
10.0.0.2,172.16.0.2,UDP,BLOCK,0.3510646430382484,105.71570710444152,0,0,14,0
10.0.0.2,10.0.0.3,ICMP,ALLOW,-0.4251778582385108,1394.4476973041274,6,0,4,0
10.0.0.2,8.8.8.8,ICMP,ALLOW,0.3310206859657643,1478.2494472834746,8,0,3,0
10.0.0.1,172.16.0.2,TCP,BLOCK,-0.5241144546665863,1237.9662539427825,5,1,5,0
10.0.0.2,172.16.0.2,TCP,ALLOW,0.5639754291151791,802.5995994906996,8,1,14,0
10.0.0.2,8.8.4.4,TCP,ALLOW,-0.6934780281521209,1305.3870662877002,6,0,5,0
172.16.0.1,192.168.1.3,UDP,ALLOW,0.6510841722120537,779.5453157057092,6,1,9,0
10.0.0.2,192.168.1.3,ICMP,ALLOW,-0.6844818118715028,1369.4821890221897,7,1,12,0
192.168.1.1,192.168.1.3,ICMP,BLOCK,-0.8545926398022594,345.8894040691514,7,0,4,0
192.168.1.2,8.8.8.8,UDP,ALLOW,-0.1867680924200045,405.8633842265922,7,0,7,0
10.0.0.1,10.0.0.3,ICMP,BLOCK,0.3399483830186589,1082.2896259253882,0,0,11,0
10.0.0.2,8.8.8.8,ICMP,ALLOW,0.3799069117926896,893.7392530505177,2,1,10,0
192.168.1.1,10.0.0.3,UDP,BLOCK,-0.3596091958679608,340.87843362105593,8,1,12,0
172.16.0.1,10.0.0.3,TCP,BLOCK,-0.378007962100461,209.30382804067776,10,0,2,0
172.16.0.1,8.8.4.4,TCP,ALLOW,0.283338229818443,386.88543770610335,2,0,8,0
10.0.0.2,8.8.4.4,ICMP,BLOCK,0.5715690297013989,745.7888364185198,4,0,8,0
172.16.0.1,172.16.0.2,TCP,BLOCK,-0.7652316363281702,1119.3374164028128,0,0,15,0
192.168.1.1,8.8.4.4,UDP,BLOCK,-0.570829689645016,622.6912450900653,9,0,7,0
10.0.0.2,8.8.4.4,ICMP,BLOCK,0.9817778597267796,1054.0047959618971,6,1,8,0
10.0.0.2,8.8.4.4,UDP,BLOCK,-0.7717975593310711,1230.1174014781284,9,0,13,0
172.16.0.1,8.8.8.8,TCP,BLOCK,-0.641707474161088,255.4644934592826,4,1,1,0
10.0.0.2,8.8.8.8,UDP,BLOCK,-0.5317355509272186,377.4384941655217,1,1,7,0
10.0.0.1,172.16.0.2,ICMP,ALLOW,0.52893502349905,1344.2808763779635,8,0,3,0
192.168.1.1,192.168.1.3,TCP,ALLOW,0.7547227456577905,169.79463271928657,4,1,13,0
10.0.0.1,172.16.0.2,UDP,ALLOW,-0.507414173297269,1036.0727686440546,0,1,13,0
172.16.0.1,8.8.4.4,UDP,BLOCK,0.0765195653504748,379.7233442455567,1,0,6,0
192.168.1.2,192.168.1.3,TCP,BLOCK,-0.6070680963188371,159.24457404513137,7,0,4,0
192.168.1.2,172.16.0.2,TCP,BLOCK,-0.7522324093589936,1214.6000395592323,4,1,4,0
172.16.0.1,192.168.1.3,TCP,BLOCK,0.9515838412280928,131.9084421762974,8,1,4,0
192.168.1.1,172.16.0.2,TCP,BLOCK,-0.3558370791043275,323.6606190089114,10,1,14,0
172.16.0.1,192.168.1.3,UDP,BLOCK,-0.7259988582989303,1006.97669337513,4,0,15,0
172.16.0.1,10.0.0.3,TCP,BLOCK,0.0843982385502937,140.06317891912755,3,1,10,0
192.168.1.1,8.8.4.4,UDP,BLOCK,-0.432014146288358,1358.6577074692898,8,1,7,0
172.16.0.1,8.8.8.8,ICMP,BLOCK,-0.977031058992306,1350.2103539678744,1,0,10,0
192.168.1.2,10.0.0.3,UDP,BLOCK,-0.5047397994133291,1422.7970077014745,2,0,5,0
192.168.1.2,8.8.4.4,UDP,BLOCK,0.4616510900775066,737.6197801007285,9,1,12,0
172.16.0.1,172.16.0.2,UDP,ALLOW,0.0939016383992192,728.6137481734011,9,0,10,0
192.168.1.2,8.8.8.8,UDP,ALLOW,0.8525494086044645,1433.4152934124534,8,0,14,0
192.168.1.2,10.0.0.3,ICMP,BLOCK,-0.0732613795699721,434.7213800742291,5,0,14,0
10.0.0.1,8.8.4.4,ICMP,BLOCK,0.1823560607169763,1115.8585015005044,9,1,3,0
10.0.0.2,8.8.8.8,ICMP,BLOCK,0.5632201327410498,839.4265166658748,0,0,9,0
192.168.1.2,8.8.8.8,UDP,ALLOW,0.5268042507029032,1411.4697595205894,8,0,6,0
172.16.0.1,192.168.1.3,ICMP,BLOCK,-0.4438911595469794,316.380029291936,0,1,5,0
192.168.1.1,10.0.0.3,UDP,ALLOW,-0.9692594970278856,253.10353391799748,8,0,4,0
10.0.0.2,8.8.8.8,UDP,BLOCK,0.0457276117954581,866.9113614937347,2,1,14,0
10.0.0.1,192.168.1.3,TCP,ALLOW,-0.9343585465278356,279.82211701292374,9,0,1,0
192.168.1.1,192.168.1.3,TCP,BLOCK,-0.5393039159839066,1030.3197277351824,3,0,12,0
10.0.0.1,8.8.4.4,UDP,BLOCK,-0.3757246421633451,202.04750915454517,9,0,5,0
10.0.0.2,10.0.0.3,ICMP,BLOCK,-0.4488762001413031,476.5469602954542,7,0,8,0
10.0.0.1,8.8.8.8,ICMP,BLOCK,0.4243978791033402,138.44822902748464,10,0,13,0
192.168.1.1,10.0.0.3,ICMP,ALLOW,-0.7243205301216109,1416.8404726385718,3,0,11,0
172.16.0.1,8.8.8.8,TCP,ALLOW,0.1060502750927008,202.876107457158,2,1,10,0
192.168.1.1,8.8.4.4,ICMP,BLOCK,0.3999710038829942,587.3250101752582,7,0,9,0
192.168.1.2,192.168.1.3,UDP,BLOCK,0.6916101278209861,387.0023156513971,2,1,2,0
172.16.0.1,8.8.8.8,ICMP,BLOCK,-0.6358781919868195,483.1166094394077,3,0,16,0
192.168.1.1,192.168.1.3,TCP,BLOCK,-0.1785609718227594,1254.8738409469595,7,1,11,0
192.168.1.1,172.16.0.2,ICMP,BLOCK,-0.1544387014179336,182.27484181000324,6,1,15,0
172.16.0.1,10.0.0.3,UDP,ALLOW,-0.0963658870724732,903.0924900548888,10,1,5,0
10.0.0.1,192.168.1.3,UDP,ALLOW,0.9965700106279824,350.3176722448966,1,0,15,0
10.0.0.2,8.8.4.4,ICMP,BLOCK,0.1916733401334713,676.0656398845388,5,0,4,0
172.16.0.1,8.8.8.8,UDP,BLOCK,-0.9815688048148496,1451.4508388808365,1,1,14,0
192.168.1.1,8.8.4.4,UDP,BLOCK,0.822037558747766,1232.0610858130317,2,0,9,0
172.16.0.1,192.168.1.3,UDP,BLOCK,0.4659925261535338,792.3480912728832,5,1,1,0
172.16.0.1,192.168.1.3,ICMP,BLOCK,-0.5622646964291205,336.41192999978,10,0,0,0
10.0.0.2,8.8.8.8,ICMP,BLOCK,0.1873759389266418,1210.6131191349932,10,0,2,0
192.168.1.1,10.0.0.3,TCP,BLOCK,0.8751944417613895,1009.3253274863272,5,1,10,0
192.168.1.1,8.8.8.8,UDP,ALLOW,0.4771610199494025,382.4387576368482,9,1,9,0
10.0.0.2,8.8.8.8,ICMP,BLOCK,-0.1785695357636669,856.6765300079617,10,0,6,0
192.168.1.2,172.16.0.2,ICMP,ALLOW,-0.7775013498840209,1213.905609129219,2,0,10,0
172.16.0.1,172.16.0.2,ICMP,BLOCK,-0.0644439484179753,1108.2150886605928,2,0,10,0
10.0.0.1,8.8.8.8,UDP,BLOCK,0.4239668326380712,573.0755022188664,0,0,14,0
10.0.0.1,8.8.8.8,ICMP,ALLOW,-0.6058154028351759,1245.4387476251286,9,0,0,0
192.168.1.1,192.168.1.3,ICMP,ALLOW,-0.7208163503443574,583.4871347295386,6,1,9,0
10.0.0.2,172.16.0.2,ICMP,BLOCK,0.5295712985973011,1265.3797433792176,7,0,13,0
192.168.1.2,8.8.4.4,TCP,ALLOW,-0.47345662285378,1035.5874209496897,9,1,14,0
192.168.1.1,172.16.0.2,ICMP,BLOCK,-0.6010968260148519,927.274308749146,6,1,10,0
10.0.0.2,8.8.8.8,TCP,BLOCK,-0.8600965787324586,978.1310912909896,4,0,6,0
192.168.1.2,8.8.8.8,ICMP,BLOCK,-0.2154576546780828,1234.1992665692965,1,0,12,0
10.0.0.1,8.8.8.8,UDP,ALLOW,0.1377183125642254,1202.2789784632748,1,1,2,0
192.168.1.1,10.0.0.3,UDP,ALLOW,-0.977773885864682,628.2922419988619,1,1,10,0
172.16.0.1,8.8.8.8,TCP,ALLOW,-0.1648690208782661,749.5890609481963,5,0,8,0
10.0.0.1,8.8.8.8,ICMP,ALLOW,0.735513333549515,1241.2232985789308,8,1,1,0
10.0.0.2,8.8.8.8,ICMP,BLOCK,0.9781148108569904,1274.260970595317,8,1,7,0
192.168.1.2,8.8.4.4,UDP,ALLOW,-0.7990232477107668,747.3692843488349,4,0,7,0
10.0.0.1,172.16.0.2,UDP,ALLOW,-0.4437946047774148,1165.8212497896084,3,0,6,0
192.168.1.1,8.8.4.4,UDP,BLOCK,0.1461216920934132,1067.816479445086,1,0,12,0
10.0.0.1,8.8.4.4,TCP,ALLOW,-0.1243102119161176,801.8424847524074,10,0,16,0
192.168.1.2,8.8.8.8,TCP,BLOCK,-0.7684985108313385,1073.8807247046896,7,0,12,0
192.168.1.2,192.168.1.3,ICMP,ALLOW,-0.6644566845038018,838.6652997958059,1,1,11,0
192.168.1.1,192.168.1.3,UDP,BLOCK,0.5689924522239698,1112.6452124579305,5,1,1,0
172.16.0.1,192.168.1.3,ICMP,BLOCK,-0.6792300887478475,306.04374187454493,2,0,14,0
10.0.0.1,172.16.0.2,TCP,ALLOW,0.716839746107854,486.00773852890046,5,1,13,0
10.0.0.1,8.8.4.4,TCP,BLOCK,-0.585981839773202,682.1064773331565,8,0,6,0
192.168.1.2,8.8.8.8,ICMP,BLOCK,0.1414804112534688,1115.7489420327774,10,1,5,0
172.16.0.1,192.168.1.3,ICMP,ALLOW,0.6162652523454051,633.9962470724284,9,0,3,0
192.168.1.2,172.16.0.2,ICMP,BLOCK,0.6313082388772442,1069.508247948885,3,1,0,0
10.0.0.1,8.8.8.8,TCP,ALLOW,-0.1999399322804071,825.2084386956013,10,1,13,0
192.168.1.2,172.16.0.2,UDP,BLOCK,0.5083277012338518,412.9952443401303,2,1,12,0
10.0.0.1,10.0.0.3,ICMP,BLOCK,0.8830378706061925,757.4676123570141,6,1,12,0
192.168.1.2,10.0.0.3,ICMP,ALLOW,0.8938681803065536,1190.8889191264857,7,0,0,0
10.0.0.2,8.8.4.4,ICMP,ALLOW,-0.0535130165785266,213.8131422153145,4,1,2,0
10.0.0.1,172.16.0.2,UDP,BLOCK,0.048948479520797,747.6803683546331,3,0,13,0
10.0.0.2,172.16.0.2,UDP,ALLOW,-0.535897600129523,218.747608069404,6,1,14,0
10.0.0.1,192.168.1.3,ICMP,BLOCK,-0.9668510079031084,1386.549126594433,5,1,15,0
10.0.0.2,192.168.1.3,UDP,ALLOW,-0.7749203048465481,536.2220696537042,5,0,15,0
192.168.1.2,172.16.0.2,UDP,ALLOW,-0.3639680240493959,635.2198306095543,4,0,3,0
192.168.1.1,192.168.1.3,TCP,BLOCK,-0.219947985100364,781.6896907962288,9,0,13,0
192.168.1.2,172.16.0.2,UDP,BLOCK,0.7174936992064735,466.8108069182861,7,1,2,0
10.0.0.2,192.168.1.3,ICMP,ALLOW,-0.9180653595452728,1113.906270050671,2,0,2,0
10.0.0.1,8.8.4.4,TCP,ALLOW,-0.4903560682844359,149.22834231826772,8,1,13,0
10.0.0.1,172.16.0.2,ICMP,BLOCK,0.1061511405743995,1194.9111079275394,8,1,8,0
192.168.1.1,192.168.1.3,TCP,BLOCK,-0.9472032480447148,1227.4444219681532,5,0,15,0
192.168.1.1,172.16.0.2,ICMP,BLOCK,-0.9355567293748666,109.63756511286316,2,1,13,0
172.16.0.1,8.8.8.8,TCP,ALLOW,-0.2586893874465079,984.0569982047056,9,1,8,0
192.168.1.2,8.8.8.8,UDP,ALLOW,0.3201241911439971,1264.2283327189589,0,1,9,0
192.168.1.2,10.0.0.3,UDP,BLOCK,-0.0741064521145404,576.6884798538762,5,1,1,0
192.168.1.1,172.16.0.2,TCP,BLOCK,0.2349651057046693,1203.633787846556,8,0,8,0
172.16.0.1,192.168.1.3,ICMP,ALLOW,-0.976924966201687,532.5521935086819,0,0,7,0
192.168.1.1,172.16.0.2,UDP,ALLOW,-0.887433708626598,1415.8947697961146,7,0,10,0
192.168.1.2,8.8.8.8,UDP,BLOCK,-0.66808920107271,1327.9438818909243,4,0,11,0
10.0.0.2,192.168.1.3,UDP,ALLOW,0.2637147500768151,680.7302139954504,4,1,14,0
10.0.0.1,8.8.8.8,UDP,ALLOW,0.7711948458635061,1242.4545308054244,3,1,2,0
172.16.0.1,172.16.0.2,TCP,BLOCK,-0.8090416094215704,1196.6029524533003,7,1,1,0
10.0.0.1,10.0.0.3,ICMP,BLOCK,-0.7220093934845808,578.4473541655944,4,0,6,0
192.168.1.2,192.168.1.3,ICMP,BLOCK,0.6359314458543301,229.26498303259189,3,1,4,0
192.168.1.1,8.8.4.4,UDP,ALLOW,0.4520672783758008,172.59644253920587,2,1,9,0
192.168.1.1,172.16.0.2,TCP,ALLOW,0.3021979221299122,887.2153258178765,9,0,12,0
192.168.1.2,172.16.0.2,ICMP,BLOCK,-0.7989909301905025,216.3109386580368,3,1,15,0
10.0.0.2,8.8.4.4,TCP,ALLOW,-0.7344175203370866,1228.5340329255291,1,1,7,0
192.168.1.2,10.0.0.3,TCP,BLOCK,0.5394875832784538,381.0647613595505,3,1,11,0
172.16.0.1,10.0.0.3,UDP,ALLOW,-0.5282998183551708,849.6854317414767,3,0,5,0
10.0.0.2,8.8.4.4,TCP,ALLOW,0.0373684712785045,355.89445930198485,2,0,15,0
172.16.0.1,172.16.0.2,ICMP,ALLOW,0.0108424020194368,1444.3910177380626,6,1,3,0
