log_level,message,value,session_length,num_failed_attempts,label,hour,day
1.0,Unauthorized access attempt,0.3551389680906327,59.78327111562749,3,0,6,0
,User login successful,-0.4661288463390161,87.32432308428002,0,0,6,0
3.0,Configuration change detected,0.0729327214141624,96.3464073170486,5,1,6,0
3.0,Service started,-0.8519782722885556,25.01262311719337,0,1,6,0
1.0,Unauthorized access attempt,-0.687528886355705,54.84482130464249,4,1,6,0
,Configuration change detected,-0.4485792404574136,25.463841272629743,1,1,6,0
2.0,Service started,0.889306640424979,36.3116754472899,2,0,6,0
2.0,User login successful,-0.3755538494424162,22.414557586338507,5,0,6,0
3.0,File accessed,0.9117279380962804,67.39169525572838,5,1,6,0
,Unauthorized access attempt,-0.5346423260818705,5.163119138464268,1,0,6,0
2.0,Unauthorized access attempt,0.1886698254270451,2.856581119029286,4,1,6,0
1.0,Service stopped,-0.8449950614641104,66.23330021916487,1,0,6,0
0.0,User login successful,-0.7483606215741636,8.936884928951091,2,0,6,0
0.0,Service started,-0.6845953503745608,93.21328542120165,0,1,6,0
0.0,Unauthorized access attempt,-0.3421169775880943,48.76992862993795,1,0,6,0
2.0,User login failed,0.9927810123708768,15.711231810142364,1,1,6,0
1.0,Service stopped,-0.1050449416075989,80.9907002848956,5,0,6,0
2.0,Configuration change detected,0.8814730138208506,17.642820702942085,5,0,6,0
0.0,Service stopped,-0.8021292550228423,57.93159855951221,0,1,6,0
,User login failed,-0.0082830935275062,65.82619202402462,0,1,6,0
0.0,User login failed,0.5577250881652331,50.268574026737454,1,0,6,0
,File accessed,-0.1824952488889615,47.85029265711472,3,1,6,0
,Unauthorized access attempt,0.6473762494624002,22.52234633681123,1,1,6,0
0.0,Unauthorized access attempt,-0.4905934125845319,16.123389041310944,0,1,6,0
2.0,Configuration change detected,-0.3772465333047905,59.16538484213266,3,1,6,0
,User login failed,0.5318958342617586,57.75158579809309,4,1,6,0
0.0,User login successful,0.6602027315133812,15.898474461047098,3,0,7,0
0.0,File accessed,0.5136210541857851,44.69941544222202,3,1,7,0
0.0,User login successful,-0.3266266410538616,97.64572466510404,5,1,7,0
3.0,Unauthorized access attempt,-0.9330756615041672,68.67918087403652,0,1,7,0
,Configuration change detected,0.0547962402767501,8.464991530467378,1,0,7,0
0.0,Service stopped,-0.8033849994434665,65.62545563419813,0,1,7,0
2.0,File accessed,-0.0769210455517144,47.01114991686017,1,1,7,0
1.0,File accessed,-0.0389805398143061,29.95893654679717,0,0,7,0
3.0,User login failed,-0.8683075983989024,73.94317894535223,1,0,7,0
3.0,Service started,0.8258513049807248,79.82453133288942,3,0,7,0
3.0,User login successful,0.4012402269102939,9.099493799418628,2,1,7,0
0.0,Unauthorized access attempt,0.2093054332979014,89.98025834686224,0,0,7,0
2.0,Configuration change detected,0.7660939890261582,17.02001161196649,0,0,7,0
2.0,User login failed,-0.6106592739682164,29.080988129385663,5,1,7,0
2.0,User login failed,0.9985704519115626,31.05984106976727,5,1,7,0
,Configuration change detected,0.5503261942383495,66.58160188374497,3,1,7,0
3.0,Configuration change detected,0.8454261629910793,39.78963945832371,4,0,7,0
0.0,File accessed,0.0421192430251826,84.79665287910572,3,0,7,0
,Service stopped,-0.5971151741214795,70.47556230107274,0,0,7,0
,Configuration change detected,0.6942044149548587,67.38154709102778,4,1,7,0
0.0,User login failed,-0.1804318158157156,86.10217191825997,5,1,7,0
,Configuration change detected,-0.1254034901017149,50.34317001209261,1,0,7,0
1.0,User login successful,-0.6449417811369835,20.791912614143875,1,0,7,0
2.0,File accessed,-0.8594620944212765,66.62311802516112,5,1,7,0
,Service stopped,0.2077208735056175,67.05271205705202,1,1,7,0
,Configuration change detected,-0.4598923327917734,45.07516575244731,5,0,7,0
3.0,Configuration change detected,-0.4820531795578775,48.028279726891775,3,0,7,0
1.0,User login failed,-0.8897468094656977,13.157902612986142,4,0,7,0
2.0,User login successful,-0.1552472611350106,34.417589692225015,5,1,7,0
1.0,Unauthorized access attempt,0.6308944324643742,99.36686500228905,3,0,7,0
3.0,File accessed,0.4453848459441971,79.91235603217527,0,1,7,0
3.0,User login failed,0.4936615730760689,32.19468744211086,2,1,7,0
1.0,Unauthorized access attempt,-0.9109863537949674,20.362118481729336,5,0,7,0
2.0,User login failed,0.3059741370234388,28.68152861679243,2,0,7,0
2.0,File accessed,-0.7801949530828725,26.845004667739587,3,0,7,0
2.0,Configuration change detected,-0.4837087403560483,75.87484191785836,0,0,7,0
1.0,File accessed,-0.6318993027606281,82.08062902773815,4,1,7,0
0.0,Service started,-0.9539820816475468,16.057169675418976,2,0,7,0
1.0,Service started,-0.8940512196495702,31.36432373175679,5,0,7,0
1.0,User login successful,-0.0974652110860674,35.349836816050754,1,1,7,0
1.0,User login successful,0.1820857629157515,25.172878895435822,0,1,7,0
,User login failed,-0.1073674955857586,97.42573766023412,0,1,7,0
1.0,Service started,0.4053017665367364,95.9696085524576,2,0,7,0
,File accessed,0.9126050233046256,24.147734137469374,0,1,7,0
,Service started,0.0330784487713073,46.43352113569312,1,0,7,0
2.0,User login successful,-0.251454859220761,98.94448564462176,0,0,7,0
1.0,User login successful,0.8637720529493571,6.323506043881512,0,1,7,0
0.0,Service stopped,-0.361019145876879,19.84323926337275,1,0,7,0
2.0,Configuration change detected,0.6188888390250618,69.45389608926446,3,0,7,0
3.0,Service stopped,0.0972682984055446,21.24104723990469,5,1,7,0
2.0,User login failed,-0.4626372298270063,80.42901783023407,2,0,7,0
1.0,Configuration change detected,0.426349811344344,2.902344889161544,5,0,7,0
3.0,User login successful,0.5705816697605401,72.7460833011436,0,1,7,0
3.0,User login successful,0.8443533281368611,2.5575906744712102,2,0,7,0
2.0,User login successful,0.4320126314456487,21.82134880204807,4,1,7,0
,Service stopped,-0.4253538277312068,54.76224820533917,5,1,7,0
0.0,User login successful,-0.5309491938115238,45.10773603079611,1,1,7,0
0.0,Unauthorized access attempt,-0.0740561484723738,7.517439093990903,5,0,7,0
2.0,Service started,0.992654221938368,2.650553369996789,5,0,7,0
0.0,User login failed,-0.815673179684306,25.98556469206501,1,1,7,0
1.0,Service stopped,-0.3515060425738423,25.1914557802301,1,0,8,0
2.0,File accessed,0.5911492672375747,49.95582735194842,3,0,8,0
0.0,User login failed,-0.409364133689265,37.52887446077767,2,0,8,0
0.0,File accessed,0.4918229088703301,79.84216343668155,3,0,8,0
3.0,Service stopped,-0.6257983207502844,91.66961142882866,1,1,8,0
3.0,Configuration change detected,0.681823656453179,17.40901093938505,4,1,8,0
1.0,Service stopped,-0.9091232739313324,24.253908001881108,0,1,8,0
2.0,File accessed,-0.2588661240915841,18.821273475486723,2,1,8,0
1.0,File accessed,-0.5091821343163683,19.660362979077732,3,1,8,0
0.0,Unauthorized access attempt,0.3233791945238364,53.18408357655449,2,1,8,0
2.0,Service started,0.29452315965243,10.505819835964328,2,1,8,0
3.0,File accessed,-0.7517356930992585,65.50326601204982,3,1,8,0
0.0,Unauthorized access attempt,0.3292595409566585,97.7327765615757,1,1,8,0
3.0,Service stopped,0.7532242378263903,18.73086584387711,4,0,8,0
3.0,File accessed,0.3125912157903645,59.880047024746766,3,1,8,0
2.0,Configuration change detected,0.720693688389709,33.55750899137727,5,1,8,0
1.0,Service stopped,-0.0425192350591225,74.43663553600403,5,0,8,0
,Configuration change detected,0.680141799624423,62.385673073683726,2,0,8,0
0.0,Service stopped,0.5154842654162357,45.54905153795231,3,1,8,0
,Configuration change detected,-0.1351295628541962,89.47669213797991,2,1,8,0
1.0,File accessed,-0.4031931446387964,39.28886014888017,5,1,8,0
,Service stopped,0.045476147842919,14.801384462864917,0,1,8,0
3.0,User login failed,0.4072108914196193,48.15986335396628,5,0,8,0
1.0,Unauthorized access attempt,-0.4649678909786421,48.84736144003465,1,1,8,0
1.0,Service started,-0.7170138340810697,73.60413548514857,5,0,8,0
0.0,Service stopped,0.1166971191320602,76.84697800186233,0,0,8,0
,Service started,0.037135928826351,44.64759880536279,4,1,8,0
0.0,Unauthorized access attempt,0.4416822117095524,52.80521280266624,2,1,8,0
1.0,User login failed,0.0275326568272213,19.370810660973905,3,1,8,0
0.0,User login failed,-0.7334306895005251,76.3459781887038,3,1,8,0
,User login successful,0.0080230664512208,78.46519177836618,0,1,8,0
2.0,Unauthorized access attempt,0.6312331494980461,51.00248465976736,3,0,8,0
2.0,Service stopped,-0.3150475056604187,78.69784226346829,0,0,8,0
0.0,User login successful,-0.4709658654777235,31.6410483444236,4,1,8,0
1.0,Service started,0.1385048270111961,48.57308921478327,1,1,8,0
2.0,Service started,0.3356880647216014,48.91505431305698,0,0,8,0
0.0,File accessed,0.0112724254196163,79.46759724307815,4,1,8,0
,Service started,-0.8391373016926889,73.53023948336435,3,1,8,0
3.0,User login failed,-0.2072137479956826,80.49480764791726,2,1,8,0
2.0,User login successful,-0.3553139488593098,50.07568832281066,0,1,8,0
3.0,User login failed,-0.8698578113417994,46.08633748752842,5,1,8,0
1.0,User login failed,0.5694473589001314,24.50247894780273,4,1,8,0
2.0,File accessed,0.4483952959142043,80.79909976368684,5,1,8,0
3.0,Configuration change detected,-0.2417527238783896,49.11968472788576,4,1,8,0
,User login successful,0.7620946451854931,27.824141051874893,0,1,8,0
0.0,Service started,-0.4505254199933168,37.34022832771949,4,1,8,0
,Unauthorized access attempt,-0.6385158412574374,3.409528884573224,5,0,8,0
1.0,Service stopped,0.9033798510196394,77.23866469934353,3,0,8,0
2.0,User login successful,0.4792003936657787,59.81399100711965,4,0,8,0
2.0,File accessed,0.3804773597106661,66.96176868666156,0,0,8,0
,User login successful,0.7167826155194268,47.807189058899866,3,1,8,0
1.0,Configuration change detected,0.2635623019193387,36.707492340074175,5,0,8,0
1.0,Service stopped,-0.7872457002133411,65.27088426646486,3,1,8,0
1.0,User login failed,0.4687485513317604,72.45546575284045,2,0,8,0
1.0,Unauthorized access attempt,-0.437602479754041,96.0827838653824,5,0,8,0
0.0,User login successful,0.8269090408581374,4.480099359895577,3,0,8,0
3.0,User login successful,-0.4767132090567141,6.167064263442345,0,1,8,0
1.0,User login successful,-0.9602482395886258,43.75847067067704,1,0,8,0
2.0,User login failed,0.7192822246631376,92.04778920762269,2,1,8,0
1.0,Unauthorized access attempt,0.0422798657132774,67.92823662021885,4,0,8,0
2.0,Service started,0.0637525402999521,28.35203531884961,2,1,9,0
0.0,User login failed,-0.263808480025353,23.160095245047167,4,1,9,0
2.0,Unauthorized access attempt,0.0972252807999256,20.749393146709444,2,1,9,0
,Configuration change detected,-0.7447245566813725,92.62439613068064,4,1,9,0
,Configuration change detected,-0.92745114211232,97.72657657813822,1,1,9,0
2.0,User login failed,0.1690734676881455,6.5149097920221966,5,0,9,0
1.0,Service started,0.0315811951350779,19.399803694224037,0,1,9,0
,Service stopped,-0.2996295531102295,9.364632201665472,4,1,9,0
2.0,User login failed,0.093101139460723,57.238614548949656,5,0,9,0
,User login successful,0.5682952207194805,15.277472170458804,0,0,9,0
1.0,Service started,0.7610441224759148,41.62324930465679,4,1,9,0
1.0,File accessed,0.0637391300929859,97.66175447585796,5,0,9,0
2.0,Service stopped,-0.1328918111931654,64.41283837102674,2,1,9,0
0.0,File accessed,-0.2878771847032819,9.524609450549551,5,1,9,0
3.0,User login failed,0.1793118414901244,39.52043803386996,5,1,9,0
1.0,Service stopped,0.4604957946860768,89.92657238460816,5,1,9,0
0.0,Service stopped,-0.7079490284020447,13.504286521526568,4,1,9,0
3.0,Service started,-0.0266076841301801,19.019723042835416,4,1,9,0
1.0,User login successful,0.8132524988128105,10.349879673414057,3,1,9,0
2.0,User login failed,-0.8383486131205831,51.90083780524052,1,1,9,0
3.0,Service started,-0.2142368597995432,97.96189294409776,0,0,9,0
3.0,Unauthorized access attempt,-0.410047212005596,25.198813812262834,1,1,9,0
1.0,Service stopped,-0.2159363113556702,44.251410667379375,1,0,9,0
2.0,Service started,0.7499442100835754,13.06389277160335,4,0,9,0
1.0,File accessed,-0.9421005388071966,2.155702432046484,1,1,9,0
,User login failed,0.7932319927493092,13.77353506080818,2,0,9,0
,Service started,-0.7367633877200248,88.88659978029203,1,1,9,0
0.0,User login successful,0.8919456342473828,56.55480159758796,1,0,9,0
3.0,Service started,-0.838086944976238,82.86053872846634,3,1,9,0
1.0,Configuration change detected,-0.2574440195957024,27.151630821425574,1,1,9,0
2.0,User login successful,0.0207048227576205,89.33631133653238,1,0,9,0
1.0,Configuration change detected,0.8781138554419485,99.20082564709836,5,1,9,0
2.0,User login failed,0.3745203358761269,20.955169701449396,3,1,9,0
2.0,Unauthorized access attempt,-0.2093172598080608,35.73077781676682,5,1,9,0
1.0,Service stopped,-0.2050637105455222,72.72781038803842,1,0,9,0
2.0,User login failed,-0.2833884565939812,42.34307779743988,4,1,9,0
,Service stopped,-0.5324715518638661,21.079222307287075,5,0,9,0
,Configuration change detected,0.165113320371687,73.38702813055187,3,1,9,0
1.0,User login failed,-0.6944685815711074,18.019957854740177,0,1,9,0
3.0,Service started,-0.8247971456416143,38.936745455060354,3,1,9,0
1.0,Unauthorized access attempt,-0.4872716213630967,28.38177025728797,4,0,9,0
2.0,Service stopped,-0.0548554442217879,56.39170592499745,4,1,9,0
2.0,Configuration change detected,-0.8794254740242891,8.30246640211292,4,0,9,0
0.0,File accessed,0.4550051652788531,95.73937515082744,4,0,9,0
3.0,File accessed,0.1669008252359276,78.46882449405781,2,1,9,0
3.0,Service stopped,0.5593470992576026,18.17981292759331,2,1,9,0
1.0,Service started,0.6154706974732722,78.70626228451499,4,0,9,0
1.0,Configuration change detected,0.9728986869561382,25.984332145882355,4,0,9,0
3.0,File accessed,0.6013308131619857,60.95258317299721,4,1,9,0
,File accessed,-0.7414045835212273,61.77159536670055,3,1,9,0
3.0,Unauthorized access attempt,0.1237525420604834,58.70438064110658,2,1,9,0
0.0,User login successful,-0.9028435351944636,67.62675631201245,5,1,9,0
0.0,User login successful,-0.0786105801141345,10.688899341949044,2,0,9,0
1.0,Service started,0.5389612239872854,56.79781090685056,3,0,9,0
1.0,User login failed,0.356412410272511,7.98034393550788,1,1,9,0
2.0,User login successful,-0.2617451253875822,6.143852332103272,3,0,9,0
2.0,File accessed,0.2072254681732372,1.0179710296218865,2,1,9,0
3.0,Configuration change detected,0.0713108696029667,59.38658877475137,4,1,9,0
,Service stopped,0.2789409087172372,92.75806697244246,4,1,9,0
,Configuration change detected,0.1457727369083172,9.741434434846491,1,1,9,0
,File accessed,0.64647108017806,95.83189070774658,5,1,10,0
0.0,Service started,0.8266787327763092,80.05886077939829,5,1,10,0
,User login successful,-0.2729357393122684,81.90720886034552,3,0,10,0
3.0,File accessed,0.319018641766607,55.881329544095415,1,1,10,0
0.0,User login failed,-0.0646304333776814,73.6782645698999,0,1,10,0
2.0,Unauthorized access attempt,0.0565742585821515,89.5972832363157,3,0,10,0
1.0,User login successful,-0.559261109649348,54.441605881306266,5,0,10,0
0.0,File accessed,0.3919226425525193,5.7238792291137965,4,1,10,0
3.0,Service stopped,0.7756671496485545,22.648167968974647,1,1,10,0
,File accessed,0.3530873148641082,26.193779336375048,5,0,10,0
,User login successful,-0.8110661867933417,27.69401671264272,4,0,10,0
1.0,User login successful,-0.2742007359064975,59.58586176194668,4,1,10,0
1.0,File accessed,-0.1654850008268826,85.2681082732705,3,0,10,0
3.0,Configuration change detected,-0.7471008938131334,71.38776966999447,1,1,10,0
,User login failed,0.6307497299487446,31.00837096071885,3,0,10,0
1.0,Service started,0.8083698630208449,99.524800816545,2,1,10,0
,File accessed,-0.2905908281667089,45.20762141501845,3,1,10,0
0.0,User login failed,-0.6463205461459023,26.25220042529273,2,1,10,0
2.0,Service stopped,-0.9225957835762688,60.586156707135366,0,1,10,0
,Unauthorized access attempt,-0.6331151950101144,28.09374898229972,5,0,10,0
0.0,User login failed,-0.793440385329599,19.35002230417785,1,0,10,0
1.0,User login failed,0.0563187324498728,70.83048160119691,4,1,10,0
2.0,Service started,-0.3696588735658828,94.75472115962086,3,1,10,0
1.0,Configuration change detected,0.2240722713836682,60.997147079132674,1,0,10,0
2.0,Service stopped,0.232875369382618,70.09942036682959,5,0,10,0
1.0,Service stopped,-0.0126582381612363,47.549743185418926,2,0,10,0
,Unauthorized access attempt,-0.7730985289378769,39.60560792431654,5,1,10,0
2.0,Service started,-0.3985443844176075,4.655690573009806,5,1,10,0
3.0,Configuration change detected,0.3976751030455852,60.07518753209093,5,0,10,0
2.0,File accessed,-0.1988663742715544,87.12793309482201,0,0,10,0
1.0,Service stopped,0.7165225139547848,12.254361313440434,2,1,10,0
2.0,User login successful,0.7595032028835094,90.52246381379756,5,1,10,0
3.0,Service stopped,0.9656456692296832,64.62467849999139,0,0,10,0
,Unauthorized access attempt,-0.8207734830220752,24.69213513376874,4,1,10,0
,Service started,-0.0276776941494691,21.05629130382265,3,1,10,0
,Unauthorized access attempt,-0.3091574674679946,73.47615158579626,3,1,10,0
2.0,Service stopped,-0.8244365757050234,77.93833065628878,1,0,10,0
0.0,File accessed,0.1880982578195336,54.00458952824082,3,1,10,0
3.0,User login successful,-0.765560272008663,40.683559099079176,5,0,10,0
,Unauthorized access attempt,0.3142586602997099,80.42290816124412,5,1,10,0
3.0,File accessed,0.6481629551128003,24.43458698741271,1,1,10,0
1.0,User login successful,-0.330713284494512,97.49322814875042,5,0,10,0
0.0,Service stopped,-0.3208442969893665,17.370058170984244,5,0,10,0
1.0,Service started,0.7974857237042203,81.07953888024115,1,1,10,0
,Service started,0.695110151537931,82.8378776060333,2,0,10,0
2.0,User login failed,-0.2285069957721561,38.09321774110907,1,1,10,0
3.0,Unauthorized access attempt,0.982300990370968,11.396735328144208,4,0,10,0
,Service stopped,0.8990705220655146,42.04690366543986,1,0,10,0
0.0,Unauthorized access attempt,0.311877776046856,33.88998329673143,4,1,10,0
3.0,Unauthorized access attempt,0.6334830908331057,14.401176315046014,4,1,10,0
,Configuration change detected,-0.6987186983282441,92.29725200637264,0,1,10,0
0.0,File accessed,0.6853548030284857,17.66003488098787,5,1,10,0
1.0,Configuration change detected,0.0747867764966501,90.46163052572584,1,1,10,0
3.0,File accessed,-0.9924878670960549,20.07203111129336,1,0,10,0
3.0,User login successful,-0.5031174484118985,47.04241774357806,1,0,10,0
0.0,User login failed,0.8657391894490878,16.27107214142147,5,1,10,0
1.0,Service started,0.1643870754520413,67.62736116343179,0,1,10,0
,File accessed,-0.9362082706703472,21.39663911842966,1,0,10,0
0.0,User login successful,-0.8878554852255158,78.54669695324468,2,1,10,0
1.0,Service started,0.7812720890612939,19.548799814112535,5,1,10,0
2.0,Unauthorized access attempt,-0.2450178102084101,92.13037132673284,3,0,11,0
2.0,Unauthorized access attempt,-0.8752854904266927,41.85020840693094,2,0,11,0
1.0,Service started,-0.2519400468940873,58.37035036049864,5,0,11,0
2.0,User login failed,0.0414033843036354,66.89074575079012,2,0,11,0
0.0,Configuration change detected,-0.2521933410239818,53.18024345244894,2,1,11,0
,User login successful,-0.7952167289737841,89.63270436682289,0,1,11,0
3.0,Configuration change detected,-0.494002309853246,83.24946192369612,5,0,11,0
2.0,Service stopped,-0.2458116439203097,21.07477306558656,5,1,11,0
2.0,Unauthorized access attempt,-0.5402799736561152,79.86176638215848,0,0,11,0
,User login failed,-0.543552415571599,81.82572644405607,0,0,11,0
2.0,Configuration change detected,0.4799680902400132,28.30068518141145,4,1,11,0
3.0,User login failed,0.51075348159988,58.91197953964805,3,1,11,0
,Service stopped,0.8198493013699515,29.5499146605932,1,1,11,0
3.0,Service stopped,-0.9603424920368088,63.6184716698965,4,1,11,0
2.0,Configuration change detected,-0.2198558377725372,1.6366497382099705,3,1,11,0
1.0,Service started,0.9407332061486948,89.29641395571733,5,0,11,0
,User login successful,0.202132826984998,21.46957366241432,3,1,11,0
0.0,Configuration change detected,0.574014105861886,74.77730627999101,5,1,11,0
0.0,User login successful,-0.4461375256305957,74.71372153788275,4,1,11,0
1.0,Service started,-0.4100846261832072,33.54438874199799,5,1,11,0
0.0,File accessed,-0.3224922799555543,48.98607924599463,0,1,11,0
0.0,Unauthorized access attempt,0.567264961421668,44.41073574514268,3,0,11,0
2.0,User login failed,0.8289613443222288,34.79713797662046,5,0,11,0
0.0,User login failed,0.8795055458664773,3.827152337457503,4,1,11,0
2.0,Service started,-0.7604457776687024,27.202453989458085,4,1,11,0
0.0,Service started,0.4339900249878434,17.4229295806521,5,1,11,0
1.0,Service started,-0.3411855430017951,83.50463757036077,5,0,11,0
2.0,Service stopped,0.3019759840019955,96.7097587060734,3,0,11,0
3.0,User login failed,-0.4442829639865779,14.594771860614513,1,1,11,0
0.0,Service stopped,-0.6449972091513532,97.16059424753468,0,1,11,0
0.0,Service started,-0.6173960741539968,57.8836915290631,1,1,11,0
,Service stopped,-0.326936083072328,11.631639729480272,2,1,11,0
1.0,Configuration change detected,0.9752923493315776,35.0277040831756,4,0,11,0
0.0,Configuration change detected,0.9144428257844396,70.57253118731062,0,1,11,0
0.0,Service stopped,0.6239265555230209,39.48799124813219,3,1,11,0
2.0,User login failed,-0.34196167377333,46.15301800524339,3,1,11,0
3.0,User login successful,-0.7295180074965348,27.28136434099432,5,1,11,0
3.0,Unauthorized access attempt,-0.5514077339345904,58.236711287488646,3,0,11,0
3.0,Unauthorized access attempt,0.565223002683229,21.099237769238293,0,1,11,0
2.0,Configuration change detected,-0.7596124201891243,97.58460211121556,2,1,11,0
3.0,File accessed,-0.3650231366520748,22.62329745502193,3,0,11,0
,User login failed,-0.3836323778432,36.42325344837578,4,1,11,0
2.0,Service started,0.5070553538210483,59.0903571909577,1,1,11,0
,Unauthorized access attempt,-0.4369944486368109,62.14443900325482,3,1,11,0
2.0,Service started,0.4792013841207223,3.258399984608304,5,0,11,0
2.0,Service stopped,-0.2182891940218281,39.80499260640636,0,1,11,0
,Service started,0.582702770120348,11.531233791727146,3,1,11,0
0.0,Configuration change detected,-0.2246732612804827,54.52087589317122,4,1,11,0
,File accessed,0.1468538014382985,16.192809881141407,5,1,11,0
,Configuration change detected,-0.9822711359342908,65.17801964393836,0,1,11,0
1.0,Service started,-0.2956595543743496,67.08268691233171,5,0,11,0
2.0,Service stopped,0.9461673164837784,99.91644973872496,4,1,11,0
3.0,Configuration change detected,0.2599272662718563,71.34330015468448,2,1,11,0
0.0,Configuration change detected,-0.6602874466152244,98.05914758708026,1,1,11,0
,User login successful,0.447835283796913,79.72227384623409,3,1,11,0
3.0,Unauthorized access attempt,-0.5330560591187228,37.1538698579914,1,1,11,0
1.0,Configuration change detected,0.3355181688186002,67.67649392506833,5,0,11,0
1.0,Configuration change detected,0.5224201482810391,82.17782169129644,3,1,11,0
1.0,Configuration change detected,-0.0312303743908306,67.29634558196312,5,0,11,0
0.0,Service stopped,0.8331497584555205,33.95056842595105,5,1,11,0
0.0,User login failed,-0.6505540415001712,97.84470270525864,2,0,12,0
0.0,Service started,-0.4071953451462873,72.93462300656748,1,0,12,0
0.0,User login successful,0.3775098958670422,14.84699826524962,2,1,12,0
2.0,File accessed,0.7939571388810664,31.030404847696825,3,1,12,0
2.0,User login successful,0.0221543638224432,60.9122741845996,3,1,12,0
,User login failed,-0.4511296196057182,58.790516835140686,3,0,12,0
,File accessed,-0.3602369340464535,68.53742210494889,0,1,12,0
,File accessed,-0.0528858556159512,17.560510666900218,1,0,12,0
0.0,User login successful,-0.4849846029259756,97.2803478604746,1,1,12,0
3.0,Service stopped,-0.8896782034261173,86.8557454125713,2,1,12,0
2.0,Configuration change detected,-0.5670338369978056,31.953438238433453,0,1,12,0
1.0,User login failed,-0.8584907830701418,90.479877667439,0,0,12,0
0.0,User login failed,0.5818646055159529,32.21617301628362,4,1,12,0
2.0,Service started,-0.7001602186444793,42.15848262429856,4,0,12,0
0.0,Unauthorized access attempt,-0.571798714279065,39.37121514956071,0,0,12,0
3.0,Service started,0.868177441553903,92.26073247842264,4,1,12,0
3.0,Unauthorized access attempt,-0.6718916023528207,40.40819769526165,0,0,12,0
2.0,File accessed,-0.8799488840400931,54.38229444464813,5,1,12,0
0.0,Service stopped,-0.6453375760577809,97.81227763935046,3,0,12,0
3.0,Service started,0.4408137510813783,45.82873749194753,0,0,12,0
0.0,Service started,0.229731682474221,9.685460430710878,0,0,12,0
0.0,Configuration change detected,0.3503118991761866,19.825630118531464,3,1,12,0
1.0,File accessed,-0.6190035563487266,76.55793728000546,2,1,12,0
3.0,Service stopped,0.7047001286879295,13.382795129250686,2,0,12,0
2.0,User login successful,-0.5392431495642214,16.575774252963726,4,1,12,0
2.0,Unauthorized access attempt,-0.1929574695951534,57.77437722307104,5,1,12,0
,User login successful,-0.0120558620653445,33.29402479760837,2,1,12,0
2.0,Service stopped,-0.7843658824733444,66.09464359555625,2,0,12,0
0.0,File accessed,-0.6524953937774824,52.0741769422276,2,0,12,0
1.0,Service started,-0.6444428229954284,81.7257994478951,4,1,12,0
0.0,User login failed,0.0426366582338346,59.08162193054672,1,0,12,0
2.0,User login successful,0.0461433862515046,4.1641645044052815,0,0,12,0
1.0,Service started,0.6105273172054675,42.72143653254793,1,0,12,0
0.0,Service started,-0.1563859621532788,40.57897452546709,3,0,12,0
2.0,Service stopped,-0.0436707677859378,45.72999630925766,2,1,12,0
1.0,User login successful,-0.7229307273773693,37.70106065398543,4,1,12,0
3.0,Service started,0.7944115183416112,6.4614221871072814,0,0,12,0
,User login failed,-0.2207913268908634,4.221190971218742,3,1,12,0
0.0,File accessed,0.0570868566688607,68.95713500798875,3,1,12,0
,Unauthorized access attempt,0.8323028676956303,73.72590406707978,4,1,12,0
1.0,File accessed,-0.914521817719338,61.95802183272682,3,1,12,0
0.0,Service started,0.6704888760789944,38.20967353170741,1,0,12,0
2.0,Configuration change detected,0.1977824119654152,19.58648277998161,2,0,12,0
2.0,User login successful,-0.3946353172031902,10.125741021453596,1,1,12,0
,User login failed,-0.2599057279438421,37.49788974269775,0,0,12,0
0.0,Configuration change detected,-0.0945906168111292,66.87456373031459,0,1,12,0
3.0,Unauthorized access attempt,0.1690243523931256,85.67083925055277,1,1,12,0
0.0,Unauthorized access attempt,-0.6435485628282029,98.57177620898185,5,1,12,0
2.0,File accessed,0.943501427601581,88.93215493545912,3,1,12,0
2.0,Configuration change detected,-0.0392018082158676,83.29564531192734,5,0,12,0
1.0,Unauthorized access attempt,0.3115327385272124,34.876249470818856,3,1,12,0
2.0,User login failed,-0.8129174991838468,79.06270163275377,1,1,12,0
,Configuration change detected,0.014470789110357,70.65277350824748,5,0,12,0
0.0,File accessed,0.7499400554199194,9.729784705089823,2,0,12,0
1.0,Service started,0.7142396640216513,56.80415376939691,0,1,12,0
3.0,Service stopped,-0.3568149855564424,54.15896347092542,1,0,12,0
1.0,Unauthorized access attempt,-0.9911659856059734,41.96642534527704,0,1,12,0
3.0,File accessed,0.5240163536368643,77.75351001424654,4,1,12,0
3.0,User login failed,-0.1454825599940261,93.99297479750862,0,1,12,0
2.0,User login failed,0.1692562681640221,66.01982185838554,3,1,12,0
,Service stopped,0.8627706020503472,41.35183105265449,1,0,13,0
,Service stopped,-0.4613980046262349,66.5174228613673,3,1,13,0
0.0,Configuration change detected,-0.371296808197346,90.30325016048432,2,0,13,0
,Service stopped,-0.2469713693299768,51.361707621929504,4,0,13,0
0.0,Configuration change detected,-0.030255152433652,18.71192458712868,1,0,13,0
1.0,User login successful,-0.1787846417672616,66.5015202102065,5,1,13,0
,Service stopped,0.4310529005369656,34.950740874063904,4,1,13,0
0.0,File accessed,-0.2834394000569995,37.01500939934867,1,0,13,0
2.0,Service stopped,0.5432727127797172,18.81788112970075,4,1,13,0
1.0,Unauthorized access attempt,-0.6858017647960357,24.845507027840792,1,1,13,0
0.0,Configuration change detected,0.9542584259231036,12.972541111080552,1,0,13,0
2.0,Unauthorized access attempt,0.5975176853395263,50.2260545507728,2,1,13,0
